1801 | 124 | 7476EF | 0 | None |  | pompom de papel de seda:1,coração:0,ursinho marrom:0,princesa mulan:0,papel:1,barcelona:0,rosa:0,corporativo:0,bodas de papel:1,reino encantado menino:0,pompom:1,pompom papel crepom:1,borboleta papel seda:0,decoração:1,festa de 15 anos tema cinderela:0,aniversário e festa 15 anos:0,casa:0,batizado:0,anna:0,festa anos 80:0,festa ariel:0,seda:1,minie vermelha:0,festa à fantasia:0,bebê:0,dinissauros:0,oncinha:0,festa 15 anos princesa:0,minie:0,papel de seda:1,luminoso sereia:0,casamento:0,ursinho marinheiro:0,flamengo:0,chá bar:0,minie rosa:0,aniversário:0,princesa tiana:0,
1802 | 124 | 8B8852 | 0 | None |  | decoracao aniversario 1 ano menino:1,decoração 1 ano menino:1,decoração quarto de bebê:1,rosa:0,decoração:1,lembrancinha de 1 ano menino:1,retrato:1,porta retrato para 1 ano:1,porta:0,roda gigante:1,porta retrato:1,decoração festa 1 aninho:1,lembrancinha festa 1 ano:1,porta foto:1,anos:0,1 aninho:1,porta foto menino:1,lembrancinha 1 ano:0,lembrancinha de aniversario de 1 ano com foto:1,bebê:1,aniversário 1 aninho:1,foto:1,lembrancinha aniversário 1 ano:1,lembrancinha aniversário 1 ano menino:0,lembrancinhas:1,
1803 | 124 | 964CB9 | 0 | None |  | porcelanas para festa:1,suporte doce porcelana:1,revelação:1,aluguel de louças para festa:1,aluguel festa chá revelação:1,decoração chá revelação:1,suporte louca bolo doce:1,aluguel decoração chá revelação:1,chá de bebê:0,aluguel batizado:1,chá revelação:1,kit festa locação:1,locação decoração chá revelação:1,decoração:1,aluguel:0,suporte bolo aluguel:1,festa provençal:0,suporte para bolo:1,locação de louças para festa:1,aluguel suporte bolo recife:0,suporte para bolo e doces:1,kit festa:1,mesa:0,prato doce aluguel:1,festa infantil:1,bandeja:1,aluguel de pratos para bolo e doces:1,chá de bebê revelação:1,enfeite chá de bebê:1,aluguel decoração festa chá de bebê:1,aluguel festa:1,aluguel decoração chá de bebê revelação:1,mesa chá de bebê revelação aluguel:1,aluguel bandeja doce:1,enfeite:1,
1804 | 124 | 42B616 | 0 | None |  | vaso aluminio:1,centro de mesa carros:1,decoração mesa convidados:1,tema carros:1,festa tema carros:1,decoração festa carros:1,carros disney:1,decoração:1,carros:1,decoração carros:1,scrap festa:0,tag:0,festa carros:1,personalizado:1,decoração de mesa carros:1,decoração carros disney:1,decoração tema carros:1,aniversario e festas carros:1,festa mcqueen:0,disney:1,decoração de mesa:1,aniversário:1,
1805 | 124 | 710413 | 0 | None |  | chá de bebê:1,decoração:1,decoração minnie baby:1,decoração personalizada para festa:1,decoração de festa guarapiranga:0,decoração de festa infantil:1,decoração de festa interlagos:0,minnie:1,festa menina minnie:1,minnie decoração:1,dani festas:0,decoração provençal:0,decoração chá de bebê personalizado:1,decoração de festa infantil minnie:1,decoracao festa infantil sp zona sul:0,decoração minnie:1,kit personalizado para festa:1,decoração de festa horto do ipê:0,festa infantil:1,kit decoração festa:1,decoração de festa:1,festa minnie vermelha:1,decoração minnie vermelha:1,decoração de festa minnie vermelha:1,minnie vermelha:1,decoração de festa jd:0,festa infantil personalizada:1,decoração festa minnie:1,festa infantil minnie:1,festa minnie:1,festa:1,
1806 | 124 | B8E0A | 0 | None |  | aniversário futebol:1,lembrancinha festa futebol:1,lembrancinha aniversario futebol:1,futebol:0,bolsa futebol:1,jogar:0,tema futebol:1,aniversario tema futebol:1,lembrancinha tema futebol:1,festa:1,lembrancinhas de aniversario tema futebol:1,bolsa:1,jogador de futebol:1,lembrancinha futebol:1,menino:1,lembrancinhas:1,aniversário:1,festa futebol:1,
1807 | 124 | 9E7FDC | 0 | None |  | locação dinossauros:1,festa jurassic park:1,arranjo mesa dinossauros:1,aluguel painel festa infantil:1,locação de decoração:1,decoração:1,aluguel:0,mesa dinossauros:1,locação festa:1,decoração jurassic park:1,ideias de festa dinossauros:1,aluguel decoração:1,locaçãojurassic park:1,decoração mesa jurassic park:0,decoração festa infantil dinossauros:1,locação festas sp:0,decoração provençal dinossauros:1,decoração dinossauro:1,festa dinossauro:0,painel festa dinossauro:0,dinossauro:1,decoração festa dinossauro:1,aluguel escult dinossauro:0,festa dinossauro ideias:1,aluguel dinossauros:1,aniversário infantil dinossauros:1,decoração provençal:0,locação:0,mesa:0,decoração de festa:1,festa:1,
1808 | 124 | 8AC57E | 0 | None |  | infantil:1,decoração:1,adesivo 3d para box:1,peixe:0,adesivo box banheiro 3d:1,adesivo para banheiro:1,adesivo box:1,golfinho:1,papel de parede para box de banheiro:1,decoração de interiores:1,adesivo de parede 3d:1,papel de parede:1,time:0,interior:0,flores:0,adesivo box banheiro:1,cachoeira:0,box:1,banheiro:1,adesivo 3d:1,coral:0,praia:0,3d:0,adesivo:1,
1809 | 124 | A180B8 | 0 | None |  | locação de decoração:1,decoração:0,noivado:0,decoracao rose gold:0,decoração preto:1,adulto:0,aniversário adulto:1,decoracao festa adulto corinth:0,decoracao de festa rustica adulto:1,decoração com tambor:1,festa rustica:0,tambor:1,decoração aniversario adulto:1,decoração festa adulto:1,painel rustico:0,festa adulto:1,locação:0,decoração de festa:1,festa:1,festa de aniversário:1,festa rose gold:0,chá bar:0,decoração rústica:0,decoração adulto:1,aniversário:0,tonel:1,
1810 | 124 | 952DEF | 0 | None |  | prata:1,prata 950:0,banhada a ouro:0,aliança de compromisso prata:1,aliança de compromisso:1,namoro:0,noivado:1,aliança de prata:1,par de alianças:1,compromisso:1,alianças:1,950:0,prata 925:0,aliança de namoro:1,casamento:0,
1811 | 124 | 6A9CB1 | 0 | None |  | molde de silicone para gesso:1,parede gesso 3d preco:1,molde silicone gesso 3d:1,gesso:1,decoração:1,molde:1,molde silicone gesso parede:1,placa de gesso:1,molde para placa de gesso 3d:1,moldes placas:1,ambiente:1,molde para gesso:1,placas gesso parede:1,3d:0,molde gesso 3d:1,gesso 3d:1,placa de gesso 3d:1,molde de silicone cofre gesso:0,placa decorativa gesso 3d:1,moldes silicone placa gesso:1,molde de silicone:1,placas de revestimento 3d adesivo:1,
