oid,ind,description,img,tags,title
69875B,47,"Vestidos Mãe e Filha Floral. Tecido: Tricoline, Algodão, Voil e Cetim. 
 
Tamanhos Adulto: P-M-G e GG 
 
Infantil: 01 a 06 anos 
 
Medidas Infantil: 
Tamanhos: 1 a 06 anos. 
 
Tamanho -------Busto----- Cintura------Comprimento 
 01 ano-------------53---------52-----------54 
02 anos------------55---------54------------60 
03 anos------------57---------56------------63 
04 anos------------59---------58------------66 
05 anos------------61---------60------------69 
06 anos------------63---------62------------72 
 
Medidas Adulto: 
 
Tamanho -------Busto----- Cintura------ Quadril 
Tamanho P--------88------- 72-------------92 
Tamanho M--------92--------78------------100 
Tamanho G--------98---------88---------- 104 
Tamanho GG-----104---------92----------- 108",https://img.elo7.com.br/product/main/1085A61/vestidos-mae-e-filha-jardim-encantado-vestidos-para-festa-mae-e-filha.jpg,"vestido mãe e filha,vestido para festa de 1 ano jardim encantado,moda mãe e filha comprar,vestidos floral mãe e filha,vestido tema jardim encantado,infantil,vestido para festa infantil jardim encantado,vestido mae e filha princesa realeza,vestido jardim encantado,vestidos mãe e filha floral,vestido,vestidos de festa jardim mãe e filha,vestidos festa infantil,vestidos mãe e filha para festa,jardim encantado,vestidos tal mãe tal filha jardim encantado,vestidos mae e filha festa jardim encantado,vestidos de festa mae e filha iguais,vestidos mãe e filha iguais,vestidos mãe e filha jardim,vestidos mãe e filha jardim encantado,vestidos tal mãe tal filha para festa,vestidos de festa mae e filha jardim encantado,vestidos mãe e filha iguais para festa,vestido mãe e filha para festa de 1 ano,vestidos princesa mãe e filha,vestidos de festa mãe e filha,filha jardim,vestido jardim encantado mãe e filha,tal,vestidos tal mãe tal filha",Vestidos Mãe e Filha Jardim Encantado
A65F8F,292,"Caneca de cerâmica 350ml resinada linha AAA 
Processo feito por sublimação diretamente na caneca, podendo ser lavada em lava louças, pode por no micro-ondas que não estraga.",https://img.elo7.com.br/product/main/1A4BBB6/caneca-dia-dos-professores-sapinho-caneca-de-ceramica.jpg,"dia dos professores,xicara personalizada,caneca professor,sapo,xicara ceramica,caneca personalizada,presente,lembrancinhas,presente dia dos professores,dia dos pais,caneca de porcelana,caneca,sapinho,caneca dia dos professores,caneca porcelana personalizada profes,caneca cerâmica,presente dia dos pais,dia das mães,professores",Caneca dia dos Professores Sapinho
B5C0EE,706,"Detalhes da Roupa 
Tafeta + Renda + Perolas + Tule = Combinação perfeita! Esse Look é para as noivas que procuram elegância e conforto para suas daminhas, com modelagem tradicional você pode usar longo em daminhas menores ou mais curto em daminhas maiores. E, se preferir uma saia mais rodada sugerimos que acrescente o saiote de tule filó . Esse modelo é indicado para Daminhas de honra, Festas de Princesa e Formatura Infantil. Aposte nessa combinação usando uma coroa de flores naturais no cabelo. 
 
Indicamos para festas infantil, damihas,formatura infantil 
 
 
Ítens Inclusos 
 
Vestido infantil e laço das costas 
 
 
Composição 
 
Tafeta, Tule e Renda e Bordados em Perolas.na cor Branca 
 
*Para que o vestido fique mais elegante e volumoso é necessário acrescentar também o saiote de tule filo junto ao pedido. 
 
Infantil: P-M-G-1-2-3-4-5 (6 a 10 anos terão um acréscimo de R$ 40,00) 
 
NA HORA DA COMPRA, É NECESSÁRIO DEIXAR O(S) TAMANHO(S) POR ESCRITO NOS COMENTÁRIOS OU OBSERVAÇÕES! APÓS CONFIRMADO O PAGAMENTO, O PEDIDO SÓ ENTRARÁ EM PRODUÇÃO SE O COMPRADOR TIVER INFORMADO O(S) TAMANHO(S) DA(S) PEÇA(S). SE NÃO, SÓ COMEÇARÁ A SER PRODUZIDO UM DIA ÚTIL APÓS ESSA CONFIRMAÇÃO! 
 
SEGUE ABAIXO A TABELA DE MEDIDAS INFANTIL. 
.. 
TABELA DE MEDIDAS INFANTIL 
Vestido 
Tamanho..............P........M........G........1........2........3........4........5........6........8........10 
Tórax....................46......48.......50.....52......54.....56......58......60.....62......66......70 
Comprimento....40......43.......46.....48......60.....62......64......66.....68......72......74",https://img.elo7.com.br/product/main/1CC0A22/vestido-de-daminha-branco-infantil-vestido.jpg,"festa,vestido de festa infantil branco,alianças,renda,vestido infantil para casamento,infantil,tule,vestido infantil,vestido de festa,vestido,branca,cor,formatura,vestido menina,madrinha,branco,vestido de luxo para batizado,,vestido para daminha branco,vestido daminha,vestido infantil luxo,vestido de formatura infantil,vestido batizado,daminha,vestido infantil branco",Vestido de Daminha Branco - Infantil
A3418C,910,"Encantes seus convidados com esta linda lembrancinha personalizada. 
 Necessaire 
Primeiramente gostaria de lembrá-los que nossas necessaire são produzidas a mão, ou seja, você está adquirindo um produto totalmente artesanal, sendo assim o tamanho e cores pode variar de um para o outro (lembrando que pode haver pequenas variações de cores conforme os monitores) 
Leia atentamente todas as informações, ao clicar em comprar você aceita todas as condições descritas nesta aba DETALHES e também POLÍTICAS DA LOJA. 
******************************************************************************************* Nécessaire Personalizadas Tamanho aprox 19 compr por 12 de altura 
Após a confirmação dos pagamentos, entraremos em contato, 
 Serão enviadas ao cliente duas artes, podendo fazer até duas alterações. 
O prazo para produção das artes é de dois dias úteis. 
O prazo para confecção das almofadas e de 15 dias úteis. 
As necessaires são confeccionamos em qualquer tema, de acordo com a necessidade de cada cliente. 
********************************************************************************************* 
 
Nossas necessaire são produzidas em: 
*Tecido 100% Poliéster. 
*tecido duratran 
*Antialérgica. 
 
NÃO TRABALHAMOS COM EMBALAGENS FESTIVAS! 
 
Para pedidos com urgência favor usar o campo de perguntas. 
*************************************************************************************** 
O prazo de entrega após o envio fica por conta dos Correios. 
Recomendamos comprar com uma margem de segurança contando com possíveis atrasos dos Correios. 
Não nós responsabilizamos por: 
*Atraso dos correios na entrega 
**Endereços errados 
**Nesse caso o produto retornará e o cliente pagará novo frete para reenvio da mercadoria. 
***************************************************************************** 
Aprovação da arte: 
É de inteira responsabilidade do cliente a correção da arte, o cliente recebera a ultima a arte é de seu dever informar ao vendedor qualquer erro que esteja na arte, caso o cliente não o faça, será de responsabilidade de o cliente aceitar a mesmo como esta, o vendedor só será responsável pelas artes que não foram aprovadas pelo cliente. Neste caso faremos a troca e o novo envio é de responsabilidade do vendedor. 
*************************************************************************** 
Trocas e Devolução: 
Não serão aceitas trocas, pois os mesmo se tratam de produtos personalizados, portanto não há como revender o mesmo. 
Devoluções só serão aceitas nos casos de haver algum defeito no produto, como costura ou arte errada (neste caso o que não foi aprovado pelo cliente) 
Atenção: 
Compras que não forem efetuadas com 7 dias será cancelada automaticamente. 
Qualquer duvida, estaremos à sua disposição.",https://img.elo7.com.br/product/main/19CA1EE/necessaire-dia-dos-professores-necessaire-personalizada-dia-dos-professores.jpg,"bolsinha para maquiagem,bolsinha porta treco,almofadinha,lembrancinhas,necessaire,necessaire dia dos professores,necessaire personalizada,dia das mães,necessarie dia dos professores,lembrancinha professor,lembrancinha dia dos professores,lembrancinha personalizada,almofada personalizada,dia dos professores,professores,lembrancinha de aniversário,necessaire personalizada dia dos professores",Necessaire dia dos Professores
710413,969,"Kit Rubi* 
Decoração de festa para chá de bebê, infantil, desenvolvemos qualquer tema. 
· Itens para locação que serão retirados no final do evento: 
· Decoração Temática 
· 01 Mesa (1,40x0,80) e 01 Aparador (1,20x0,60) – Rústica, Branca, Provençal, Cavalete 
· 20 Balões no bouquet que imita o efeito gás hélio 
· Painel de Fundo (Painel de tecido, Pallet ou Muro Inglês) 
· Bolo cenográ#co do tema - FAKE 
· Louças de porcelana e mdf para decoração da mesa; 
· Montagem e desmontagem da decoração. 
· Quadro chalkboard 
· Letras 3d ou Bandeirola em scrap 
· Itens personalizados no tema da festa e recheados com guloseimas: 
· 12 Garrafnhas de Água 
· 12 Caixa milk 
· 12 Caixa sushi 
· 12 Caixa pirâmide 
· 12 Doces no Palito 
Atendimento exclusivo para zona sul de SP, consulte o frete para sua região. 
Nossas festas são feitas com data agendada, então verifique a disponibilidade e não deixe para fechar de última hora.",https://img.elo7.com.br/product/main/2065D25/decoracao-para-festa-minnie-vermelha.jpg,"decoração minnie baby,decoração personalizada para festa,decoração de festa guarapiranga,decoração de festa infantil,chá de bebê,decoração de festa interlagos,festa,minnie,festa menina minnie,minnie decoração,dani festas,decoração provençal,festa infantil,kit decoração festa,decoração de festa,festa minnie vermelha,decoração minnie vermelha,decoração de festa minnie vermelha,minnie vermelha,decoração de festa jd,festa infantil personalizada,decoração festa minnie,festa infantil minnie,decoração,festa minnie,decoração chá de bebê personalizado,decoração de festa infantil minnie,decoracao festa infantil sp zona sul,decoração minnie,kit personalizado para festa,decoração de festa horto do ipê",Decoração Para Festa - Minnie Vermelha
A1BCFE,979,"Lindo vestido com aplicação de renda e pérolas ideal para festas e ocasiões especiais... 
Gostaria de outra cor ou detalhes diferentes?Fale conosco! Aqui na MISS NINA nós personalizamos para você! 
*FAÇA UMA VERIFICAÇÃO PRÉVIA* 
Fabricamos todos os tamanhos 
Composição: 75% algodão 25% poliester 
 INCLUI CINTO DE PEROLAS 
 
 
VALOR PARA VESTIDO ATÉ TAMANHO 06 ACIMA DESSE TAMANHO ACRÉSCIMO DE R$ 20,00 
 
TABELA DE MEDIDAS 
 
 CINTURA BUSTO COMPRIMENTO 
 
 Tamanho 1 : 50 52 55 
 
Tamanho 2 : 52 54 60 
 
Tamanho 3: 54 56 67 
 
Tamanho 4: 56 58 74 
 
Tamanho 5: 58 60 79 
 
Tamanho 6: 60 62 82 
 
Tamanho 8: 63 66 85 
 
Tamanho 10: 67 70 89 
 
 Após o pagamento informar o tamanho desejada através do Ícone contatar o vendedor. 
Se preferir você pode informar as medidas da sua princesa! 
Medidas necessárias: busto, cintura, comprimento do ombro a cintura e a idade da criança. 
*IMPORTANTE* Atenção ao escolher ou informar as medidas, nossas peças são rigorosamente revisadas antes do envio e seguem conforme solicitação do cliente. NO CASO DE TROCA O FRETE CORRE POR CONTA DO CLIENTE, NÃO ARCAMOS COM FRETE.",https://img.elo7.com.br/product/main/198C911/vestido-festa-vestido-azul.jpg,"vestidos festa infantil,vestido frozen,roupa infantil,vestido lilas,vestido de festa bebe,fantasia,vestido infantil festa,elza,festa,princesa elza,bebê,vestido de crianca capulana,vestido infantil,vestido de criança,vestido de princesa,vestido azul,azul,fantasia infantil,vestido de festa,festa frozen,vestido de festa para criança,infantil,vestido,princesa,batizado",VESTIDO FESTA
989E3F,1004,"Torne o seu grande dia ainda mais especial. 
 
Nossos robes são fabricados com cetim de alta qualidade, muito macios e confortáveis. 
 
Temos diversas cores disponíveis, todas com O MELHOR PRAZO DE ENTREGA DO ELO7. 
 
Enviaremos seu robe em 1 dia útil após confirmação de pagamento nos casos de robes sem bordado e no máximo 5 dias úteis nos casos de robes bordados. 
 
Já possuímos grande experiência no mercado online, estamos prontos para atendê-las. 
 
Escolha entre nossas cores de robe pra confirmar disponibilidade para o seu tamanho, trabalhamos com P,M,G,GG, G2 (com acréscimo de R$6,00) e infantil: 
 
Branco, Champanhe, Rosé, Rosa Pink, Marsala, Azul Tiffany, Azul Royal, Azul Marinho, Dourado, Preto e Canela. 
 
Se desejar um bordado, também pode escolher a cor: Branco, Rosa Bebe, Pink, Azul Marinho, Azul Tifanny, Dourado, Preto, Vermelho Marsala, Verde... entre outros, nos consulte. 
 
Você pode escolher o bordado nas costas do seu robe com as seguintes escritas e com a fonte das fotos do anúncio: 
 
NOIVA 
MADRINHA,DAMINHA 
MÃE DA NOIVA,MÃE DO NOIVO 
TIA DA NOIVA,TIA DO NOIVO 
AVÓ DA NOIVA,AVÓ DO NOIVO 
IRMÃ DA NOIVA,IRMÃ DO NOIVO 
PRIMA DA NOIVA,PRIMA DO NOIVO 
DEBUTANTE 
MÃE DA DEBUTANTE 
TIA DA DEBUTANTE 
AVÓ DA DEBUTANTE 
IRMÃ DA DEBUTANTE 
 
Para bordados com nomes personalizados, madrinha + nome, daminha + nome, Noiva + coroa, opção de letra mais grossa e etc. Favor visitar o anúncio do link abaixo: 
https://www.elo7.com.br/robe-hobby-hobbie-roupao-bordado/dp/8D628D 
 
Se tiverem mais alguma dúvida, estamos a sua disposição.",https://img.elo7.com.br/product/main/1F6E166/robe-bordado-casamento-roupao-personalizado-hobby-noiva.jpg,"casamento,robe bordado,robe para madrinha,hobby,roupão para madrinha,roupão,debutante,hobby personalizado,roupão para noiva,hobbie,robe noiva,hobby madrinha,hobby bordado,dia da noiva,hobby de noiva,noiva,hobby de cetim personalizado noiva,robe,roupão de cetim,hobe noiva,15 anos,bordado,roupão 15 anos,personalizado,daminha,madrinha,robi",ROBE BORDADO HOBBY PERSONALIZADO MADRINHA NOIVA ROUPÃO
4B6B59,1007,"CORES DAS CAIXAS BEGE E ENVELHECIDAS 
 
Esta caixa em MDF convite perfeita para seus padrinhos de Casamento . 
A tampa interna serve de convite ou homenagem aos padrinhos ,pais e avós dos noivos. 
Totalmente personalizada, de acordo com as cores do seu casamento! 
 Cada uma mede 15x15 e vem com lindos objetos dentro. 
 
Itens Internos: 
2 sabonetes de coração 
1 home spray 
1 difusor de ambiente com varetinhas 
OU 
1 loção pós barba 
1 creme para barbear 
1 pincel 
 
 
Para completar a lembrança damos de brinde um saquinho de celofane, com fitinha de cetim, e um carinhoso tag de agradecimento. 
 
***Temos lembranças mais simples para convidados. Olhe nossos outros produtos para casamento.*** 
 
As caixas são personalizadas de acordo com o evento de cada cliente, o projeto com a arte fica pronto em até 5 dias úteis, após o envio dos dados. 
Sua encomenda será postada em no máximo 15 dias úteis após sua aprovação do projeto. 
 
Enviamos para todas as localidades por SEDEX - os correios entregam em até 03 dias ou PAC entre 5 e 15 dias dependendo de sua localidade. 
 
PAGAMENTO: MOIP OU DEPÓSITO BANCÁRIO 
*Altura: 5.00 cm 
* Largura: 15.00 cm 
* Comprimento: 15.00 cm 
* Peso: 600 g",https://img.elo7.com.br/product/main/1459438/caixa-convite-padrinhos-de-casamento-convite.jpg,"convidados,convite,convite casamento padrinhos,dourado,lembrancinha para padrinhos de casamento,madrinha,lembrança,rústico,lembrancinhas,maio,marfim,caixa lembrança casamento padrinho,floral,caixa convite padrinhos,padrinhos de casamento,noivos,casamento,convite padrinhos,caixa,petróleo,pássaros,caixa personalizada,caixa mdf,festa de casamento,convite para padrinhos de casamento,padrinhos,difusor,caixa de convite de casamento,caixa com convite para padrinhos casamento,caixa padrinhos de casamento",Caixa Convite Padrinhos de Casamento
CED0C5,1115,"ATENÇÃO!!! 
ANÚNCIO REFERENTE À LOCAÇÃO DA DECORAÇÃO!!! 
CONSULTE A DISPONIBILIDADE PARA A DATA DESEJADA NO CAMPO DE PERGUNTAS, 
ANTES DE CLICAR EM COMPRAR!!! 
 
Fazemos seus sonhos se torna realidade! Sua festa com total delicadeza, rica em detalhes, com peças provençais. Fazemos a festa completa, desde a decoração da mesa principal e todo ambiente da festa, incluindo doces personalizados e também a locação somente das peças. Consulte - nos. 
Nessa decoração luxo vem; Nessa decoração luxo vem; 
 
Mesa provençal 1,50 Aparador provençal 1,20 Dois Aparadores Laterais de 80 cm ,Banquinho de Praça ,Tapete do tema ,Suporte de bolo ,Bolo Fake do Tema ,Turma da Monica em Pelucia ,2 Botinhas Louça ,7 bandejas ,2 Vasos Arranjos Mesa ,2 Vasos Chão , 2 Trio de Maletas , 2 Cubo Vermelho ,4 Copos ,Relogio ,2 Guarda Chuvas ,2 torres com bexigas ,TV Retro,Painel . 
 
Não Incluso. 
Vela de Bolo ( Valor a consultar) 
Nome personalizado na mesa ( Locação 15,00 ou compra R$ 60,00 Dependendo do tamanho do nome ) 
Lembrancinhas Personalizadas ( Podendo ser contrato com Valor a combinar) 
Consultar o frete de sua Região antes de Finalizar a compra. 
Temos decorações de Emergências 
Ficou na mão , nos te ajudamos , montamos e personalizamos sua festa completa em até 24 horas. 
 Até aqui nos ajudou o Senhor",https://img.elo7.com.br/product/main/20C9312/decoracao-turma-da-monica-locacao-decoracao-branca-de-neve-para-locacao.jpg,"sacolinha branca de neve,decoração,painel a bela e a fera,mesa,bela e a fera,fronzen,coroa,branca,festa,aniversário,bruxa,fantasia turma da monica,mesa de festa a bela e a fera,infantil,turma da monica,bolo fake turma da monica,jardim encantado,decoração festa turma da monica,princesa sophia,festa turma da monica,personalizado,decoração branca de neve com muro ingles,provençal,decoração turma da monica,lembrancinha branca de neve,centro de mesa turma da monica,festa infantil turma da monica,cesta branca de neve,decoração princesas disney,aluguel decoracao turma monica,decoração monica,locação,luxo,festa luxo",Decoração Turma da Monica Locação
954BD2,1157,"Convite para padrinhos de batismo personalizado e decorado. 
 
Caixa de papel cartonado bem resistente com convite interno fixo. Parte impressa em papel glossy fotográfico. O convite é personalizado com os nomes dos padrinhos e do bebê. 
As cores, mensagens e desenho podem ser modificados conforme solicitado. 
 A arte é enviada para aprovação em até 5 dias úteis e o pedido postado em até 7 dias úteis. 
 
Tamanho 11 x 11 cm com 2,5 cm de altura. 
Consulte valor do frete informando CEP e quantidade.",https://img.elo7.com.br/product/main/1785316/convite-padrinhos-batismo-convite-personalizado.jpg,"convite personalizado,covite padrinhos de batizado,padrinhos de batizado,convite padrinhos batizado,padrinhos de batismo,convite padrinhos de batismo,convite batismo,padrinhos,batizado,convite,convite padrinho batismo batizado,convite padrinhos,caixa para padrinhos,convite de batizado para padrinhos,batismo",Convite padrinhos batismo
AD8072,1166,"********** KIT MESAS = R$ 100,00 ******************* 
 
01 Mesa Grande 1,80 x 0,60 
01 Mesa Aparador 1,50 x 0,60 
 
Leia com atenção antes de Finalizar a Locação, o valor de R$ 5,00 pago no anúncio é referente à RESERVA e o restante será cobrado no momento da entrega do kit, que poderá ser pago também com CARTÃO 
 
 ************************* SOMENTE SÃO PAULO CAPITAL********************** 
Realizamos entrega e retirada GRÁTIS, para distancias inferiores a 10 km de nosso ateliê próximo ao Shopping Interlagos em São Paulo, demais localidades será calculado frete. 
 
**************** IMPORTANTE ******************* 
Para reserva do móvel, favor enviar a data do evento, para verificar a disponibilidade. 
 
Envio: O móvel será entregue no local do evento com antecedência de 4 horas do evento e retirado após 6 horas de evento. Em prédios de difÍcil acesso será entrega na portaria. 
 
TEMOS TAMBÉM KIT UTENSÍLIOS:https://www.elo7.com.br/kit-utensilios-c-07-pecas-provencal-locacao-sp/dp/AD7C09",https://img.elo7.com.br/product/main/21756C9/locacao-de-mesa-provencal-sp.jpg,"mesa rústica provençal,sp,aniversário,casamento,provençal,mesa branca provençal,festa infantil,mesa,kit mesa provençal,kit,locação de mesa provençal,móvel provençal,mesa provençal,aluguel de kit provencal em jundiai sp,moveis para festa infantil,mesa provenc venda,aluguel de móveis,kit festa venda moveis provencal,kit de mesa provencal em goiania,kit para mesa provençal para venda,decoração,kit provençal,kit mesa provenc compr,locação,locação móveis",RESERVA P/LOCAÇÃO - SP KIT 02 MESAS PROVENÇAIS
988AA4,1472,"Fantasia Bela confeccionada em tecido cetim charmouse e cristal com aplicação de flores. 
Tamanho disponiveis: Manequim 38/48",https://img.elo7.com.br/product/main/180BAFD/fantasia-bela-bela-e-a-fera-bela-disney.jpg,"figurino principe,fera,comprar fantasia infantil,tamanho adulto,princesa bela,comprar principe,bela,fantasia bela,bela e a fera,fantasia fera,fantasia bela e fera adulto,fantasia,comprar fantasia principe,vestido bela e a fera,fantasia bela e a fera",Fantasia Bela (Bela e a Fera)
952DEF,1548,"Par de Alianças 10mm Prata 
 
***Após a finalização do pedido, enviar uma mensagem interna, informando: 
- Tamanho dos Aros 
 
* Valor referente ao Par 
 
* Prazo de Produção: 15dias 
 
* GARANTIA , Cobrimos perda de cor 
 
* Erro de aro será cobrado frete e mão de obra.",https://img.elo7.com.br/product/main/17804C4/par-aliancas-de-prata-compromisso-namoro-aliancas-de-prata.jpg,"950,prata 925,alianças,aliança de namoro,prata,prata 950,banhada a ouro,aliança de compromisso prata,aliança de compromisso,namoro,noivado,aliança de prata,casamento,par de alianças,compromisso",Par Alianças de Prata Compromisso Namoro
9CF6A0,1552,"CODIGO -CV 181 
 
*** Arte Personalizada conforme preferência do cliente. *** 
 
DESCRIÇÃO 
Envelope: papel kraft texturizado 300 grs 
Cartão: papel everglow 240 grs 
 
Tam. fechado: 21,5x15,5cm 
 
ACABAMENTO: Fechamento com cordão encerado e tag personalizada. 
 
CORTESIA: Tag com nome dos convidados na mesma quantidade dos convites. 
 
REGULAMENTO 
*Cliente pode fazer alterações de fonte, texto e escolher cores de preferência para o layout escolhido. 
*Cliente pode escolher cor da fita de cetim *verificar disponibilidade 
 
- Após o fechamento do pedido o cliente receberá um e-mail com uma coleta de dados 
 
FRETE: a entrega será feita via correios, por PAC ou SEDEX, e o valor correspondente ao frete, deverá ser pago pelo cliente 
 
- As informações que serão utilizadas no layout serão as do formulário de cadastro e são de inteira responsabilidade do cliente após aprovação de sua arte final;",https://img.elo7.com.br/product/main/18C4307/convite-casamento-rustico-linhao-cv-181-rendado.jpg,"noiva,kraft texturizado,festa,convite moderno,convite passarinho,rústico,cerimônia,convite especial,convite de casamento,convite,kraft linhão,casamento rústico,convite rustico,rendado,convite de casamento rustico,casamento,convite de casamento rústico barato,convite econômico,noivos,convite personalizado,convite texturizado,convite rustico para casamento,convite vintage,convite barato,floral",Convite Casamento Rustico Linhão
BEB0C3,1554,"Lindo tapete preto e branco para sua casa ficar mais charmosa. 
Aproveite esse lindo tapete com um preço super especial! 
Faço na cor que desejar! 
 
Tamanho 70 x 50 cm",https://img.elo7.com.br/product/main/1E3330D/tapete-oval-bicolor-em-croche-jogo.jpg,"tapete,tapete duas cores,banheiro,jogo,1 metro e meio,preto,sala,tapete de crochê oval,tapete oval duas cores,tapete de barbante com duas cores,passadeira grande,passadeira gigante,jogo de banheiro duas cores,jogo de banheiro,preto e branco,tapete de crochê,tapete bicolor,barato,oval,tapetes duas cores para cozinha,decoração,quarto,tapete em croche duas cores,bicolor,duas cores,divacrochês,dual color,tapete oval,cozinha,crochê",Tapete oval bicolor em crochê
C81FD6,1555,"Aromatizador Personalizados 
 
Frasco pet 40ml de aromatizador , essência a escolher. 
Tampa com furo prata ou dourada. 
Embalado em saquinho celofane e laço em fita de cetim. Acompanha 3 varetas . 
 
Rótulo impresso em papel fotográfico alto brilho. 
 
Essências para escolha: mamãe bebe. talco. Giovana Baby. alecrim le lis 
 . Lavanda. verbena locc . Pitanga preta . Pimenta doce . Bamboo M M . Vanilla cockie, flor de cerejeira. todas as essências são transparentes (colocamos corante para combina com a arte). 
 
Personalizamos para eventos em geral!",https://img.elo7.com.br/product/main/1FB7B2E/lembrancinhas-aromatizador-festa-adulto-festa-adulto.jpg,"70 anos,adulto,aromatizador,lembrancinha 80 anos,40 anos,festa adulto oncinha,lembrancinha para festa de 30 anos,aniversário,lembrancinha aromatizador,lembrancinha aromatizador de ambiente,mamãe e bebê,lembrancinhas,lembrancinha oncinha,festa adulto,festa,80 anos,lembrancinha pink,50 anos,oncinha pink,aromatizador personalizado,chá de bebê,lembrancinha de festa,aniversário e festas,bebê,festa person adulto,lembrancinha festa adulto,lembrancinha adulto,lembrancinha aniversario adulto,lembrancinha aromatizador de varetas,lembrancinha 70 anos",Lembrancinhas aromatizador Festa adulto
920400,1557,"Kit festa tema música 
Contem 
20 tubetes p 
20 marmitas p 
20 latinhas 
Todos personalizados lindos! 
Monto diversos temas",https://img.elo7.com.br/product/main/16FD137/kit-festa-tema-musica-cha-bar.jpg,"festa adulto,latinha,lembrancinhas tema música,kit chá,tema festa adulto,festa 40 anos,personalizado,chá de cozinha,festa 35,tubete,festa tema supernatural,tema musica,kit festa 40 anos,festa tema música,kit festa adulto,decoração,festa tema funk,festa 30 anos,kit festa,kit,lembrancinhas,tema festa,festa fema,chá bar,festa tema sertão,temas de festa 50 anos,festa,festa musica",Kit festa tema musica
8EE567,1558,"Lindos chaveirinhos em forma de sapatinhos de bebê confeccionados em eva, com detalhes em cetim e perolas, perfeitos para lembrancinhas de maternidade ou chá de bebê. 
Podem ser produzidos em outras cores e com estampas de tecidos. 
Confeccionamos tbm modelo para meninos, sandalias, tenis e chinelinhos em EVA. 
Cada um vem embalado individualmente com saquinhos de celofane. 
Informar data de evento antes da compra",https://img.elo7.com.br/product/main/167D6FF/chaveiro-sapatinho-de-bebe-eva-lembrancinhas.jpg,"lembrancinha sapatinho,lembrancinhas de bebe em eva,chá de bebê,chá de fraldas,lembrancinha chá de bebê,sapatinho de bebê em eva,chaveiro,sapatinho,lembrancinha menina,lembrancinha em eva,maternidade,sapatinho de bebê,lembrancinhas,lembrancinha maternidade,lembrancinha chá de fraldas,lembrancinha nascimento,lembrancinhas de sapatinhos em eva,sapatinho eva lembrancinha,sapatinho em eva,lembrancinhas chá de bebê em eva,chaveiro sapatinho eva,bebê",Lembrancinha Sapatinho Bebê E.V.A
9E7FDC,1562,"LOCAÇÃO de decoração para festa DINOSSAUROS 
Montamos e retiramos no local da sua festa! 
 
(Atendemos SP e região) Consulte data e frete. 
 
Pacote INCLUI: 
 
1 conjuntos de 2 mesas de madeira (1,60mts e 1,20mts) 
1 Painel com tecido e folhas nas laterais + quadro do tema (3,0mts de largura x 2,40mts de altura). 
1 Bolo cenográfico com topo do tema. 
2 Caminhos de mesa de grama 
7 Dinossauros + 6 pequenos 
2 mini caixotes nas laterais da mesa com plantas 
4 Boleiras 
5 Toras de madeira 
2 Caixotes de madeira com suculentas 
1 Caixote grande de madeira rústico 
2 arranjos com bolas de grama (no chão) 
2 vasos marrons com samambaias (chão) 
2 cercas de folhas para lateral da mesa 
1 tina de madeira com bola de grama 
2 arranjos de folhagens para lateral da mesa 
1 tapete de grama artificial 
 
**Itens Adicionais (consulte valor): 
Decoração com balões 
1 kit mesas trio amarelo 
Estantes para lembrancinhas 
Outras bandejas para doces 
 
O pacote encomendado pode ser alterado conforme sua necessidade. 
 
Atendemos São Paulo e Grande SP, consulte o frete e disponibilidade de data!",https://img.elo7.com.br/product/main/1903D9B/decoracao-festa-dinossauros-locacao-mesa-dinossauros.jpg,"festa dinossauro,painel festa dinossauro,mesa,dinossauro,decoração festa dinossauro,decoração provençal,aluguel escult dinossauro,festa dinossauro ideias,decoração de festa,aluguel dinossauros,aniversário infantil dinossauros,aluguel,locação,mesa dinossauros,locação festa,decoração jurassic park,ideias de festa dinossauros,aluguel decoração,decoração,locaçãojurassic park,decoração mesa jurassic park,festa,decoração festa infantil dinossauros,locação festas sp,decoração provençal dinossauros,decoração dinossauro,locação dinossauros,festa jurassic park,arranjo mesa dinossauros,aluguel painel festa infantil,locação de decoração",Decoração Festa Dinossauros (Locação)
